poi_id,basic_category,eligibility
4f3ed1ef-fe2c-493c-9bb0-00c07e74b551,government_office,building_based
96bf32c0-1af8-41db-aff6-c7a6490f474f,,uncertain
f5deb58a-23c7-43d9-9334-99e9425b0b41,courthouse,uncertain
84055fb1-e453-4d97-a91b-15397456a21c,courthouse,uncertain
09a38959-61e7-44b7-8a45-65faeeb59420,,uncertain
aae95293-b07e-492d-bb6c-4cd19f298475,financial_service,building_based
e4630990-2a88-4267-80a5-51e7775993b9,attorney_or_law_firm,building_based
5672c054-40c0-42b1-aa31-5dec5e8aea3c,social_or_community_service,building_based
43702aad-d8ac-4553-a2b4-255195210e21,real_estate_service,building_based
0025db8a-f395-45b3-856a-0bf29e5cfa6a,event_or_party_service,uncertain
d53ac061-fc93-498c-97ee-3cd1743f7f99,financial_service,building_based
715891e5-a0b9-46de-a436-b95432673727,specialized_health_care,building_based
9cb15646-1c36-48bb-95d7-3feab9d12def,fitness_studio,building_based
2c23969d-3edd-4ba9-901f-43ee50d89b03,attorney_or_law_firm,building_based
93b17e82-0d2b-42c5-91eb-6ce32f2d8865,attorney_or_law_firm,building_based
348ee7d8-a0b5-41ac-99e6-6bc33dca0510,legal_service,uncertain
400e3197-32b4-4b23-a861-4dda469ed8ed,attorney_or_law_firm,building_based
3af430ae-c662-40bd-a256-85f200355dbe,library,building_based
c66fdcd3-d7b8-4481-826b-f8b6fdbd1945,social_or_community_service,building_based
0afca84c-6416-4686-adc5-32f1b7243483,library,building_based
ac592e91-81ef-4411-baf4-2d31c036531c,b2b_service,uncertain
9e988430-231b-4991-beeb-bc848ae67a15,restaurant,building_based
05279a24-9880-4cf0-b0dc-346a1cf922ca,music_venue,uncertain
e048e116-17fa-4192-92c9-2ea6fafaae46,inn,uncertain
77c2a0e3-f7cf-46b8-b025-53648308ebfd,hotel,building_based
924faff7-6094-4845-a4e3-674d7e5dad98,restaurant,building_based
826206ff-403b-4ecd-a96a-4b498cf09fd2,restaurant,building_based
3f4ee2c3-9566-4abe-99a6-e829cc0ce2f1,restaurant,building_based
e6dae300-940f-455d-8a94-45ced5db0b73,senior_living_facility,uncertain
8a951dff-02f2-446a-9606-047a72a31cf1,restaurant,building_based
c7d189b8-e91e-49d8-8c79-2d9a1f2761e7,stadium_arena,uncertain
81232f9a-2ad4-4299-9497-80c8a35526ad,behavioral_or_mental_health_clinic,building_based
25bb67dd-ad97-4758-86a0-fd464aaf9ce6,park,site_based
9afd30cd-e19f-4f0f-8a4f-980d08f6e495,personal_or_beauty_service,building_based
acc7557f-d199-485f-879e-a4d0f1b7886f,personal_or_beauty_service,building_based
2fe85261-3a6e-432d-9052-994f4ce54aec,physical_medicine_and_rehabilitation,uncertain
2747752b-b771-4660-b2e5-94e23fdd851e,place_of_learning,uncertain
7399b591-a160-45f6-9eba-10f348dadf70,high_school,uncertain
b3aef4a8-8596-4f12-a194-e80ca77d16a9,sporting_goods_store,building_based
680a2d2b-77f3-4bab-aa2f-35b73f0774a0,convenience_store,building_based
a70c6f7b-0ae3-4897-8c04-7fd76f3e7219,convenience_store,building_based
85da068d-2d1d-46fb-80a4-1de7c4ae9aa1,vehicle_service,uncertain
ebcbc746-fd67-44f6-bae3-2c09d4d42b06,,uncertain
d36aa301-e1c3-4dce-83db-47fe6f66b302,home_service,building_based
dfd91575-0d4b-453a-8ebd-12e786dfcf66,financial_service,building_based
e9ad7861-df29-4709-a30f-5bef08408e4d,fashion_and_apparel_store,building_based
5f4b2f9a-5544-44f1-884a-e0fad9d7513b,event_or_party_service,uncertain
9f603958-6c10-4047-810d-ed464196d4eb,professional_service,building_based
e0b6aa56-844e-47b9-9951-8e9ab71ffbda,professional_service,building_based
5ac2b666-e1f2-424b-8f8d-85c59488e510,event_venue,building_based
43d60f67-f31a-455b-a48e-e8b55f6636e6,,uncertain
a530c7a3-a864-4814-8c24-f60e1c7f92c8,restaurant,building_based
cab170d1-c0d1-4fc3-bbf9-4fbcbb0d7835,,uncertain
07dc565d-fe8d-4075-bccd-932dcd500425,coffee_shop,building_based
680dbe80-e692-4c28-86ae-cee90955c59c,restaurant,building_based
0d4b90b8-1219-489a-84ef-5b8dacb6c839,,uncertain
d326f655-0f12-4486-8de3-e36d23ca2716,restaurant,building_based
3f5a0863-4b9f-44cb-9fa8-13807e87b4d0,food_and_beverage_store,building_based
0f30831c-38ac-4eb2-ba62-697a7fa789e5,library,building_based
b6a868c4-4101-4b5d-92dc-3a165e4e72db,bridge,uncertain
6b030ce3-4ced-4824-8197-bab58ed53ccb,police_station,uncertain
c48dce52-ba25-4d81-83df-9a3d987ff4a4,coffee_shop,building_based
423a50aa-bd02-4831-8f4d-6fd6d5130ba8,cafe,building_based
3f9dc155-f95f-4b73-b894-41c3df8d8a78,library,building_based
97a02bef-2a9a-4503-81d1-5b2204a59e8e,movie_theater,building_based
8c6f77c8-3cfc-4142-8bcc-e31bca68ab64,,uncertain
44ff6eeb-0318-4e23-b4ee-c5602c668f35,park,site_based
abb2eaa5-d5f9-4752-bcad-fded36e0aef0,cafe,building_based
8b929bc9-404b-419c-b00f-8d44b88f6e1e,music_venue,uncertain
dfa1be7e-88e3-46e7-9a6c-15d1c1ee9147,park,site_based
117bf354-57e6-4209-9891-68d2bf43e069,movie_theater,building_based
1a185e8a-62ea-4ed9-bf6e-b20f1644dea0,financial_service,building_based
cb1f060c-6ea4-4329-960f-9a43b8295843,government_office,building_based
060b4c00-7dc7-4aea-b82f-a3091c83f7ad,professional_service,building_based
45a1ff19-6b2c-423c-addb-3516af09732a,park,site_based
4d695099-9fb2-469b-a30e-ed34b4e5befe,,uncertain
d5c41c71-adc1-45ca-89af-8c0ef8fb32a9,government_office,building_based
0a364e82-aa16-4df8-a4fb-f538ca88e691,government_office,building_based
3ca036ea-2370-4dfb-8e8f-e26c82f7f6cd,government_office,building_based
08d2285b-e7ba-4f4a-8093-784202675142,non_alcoholic_beverage_venue,uncertain
ef66925d-4363-436a-aa7a-d17fac48f9de,non_alcoholic_beverage_venue,uncertain
36838f31-e891-4a18-921d-84c95a3c53de,arts_crafts_and_hobby_store,uncertain
48f3a1f2-4579-4d25-ae19-d61a2551f9a0,museum,building_based
64e87d1b-f8e7-4afd-a21a-f3be17a24cf1,park,site_based
2dccf6ae-1e7f-490e-9af0-e04ccb6317e1,financial_service,building_based
5d53c316-aabe-49cf-80cc-1f4bd3764793,financial_service,building_based
0bda1ba9-3ece-411d-8771-9c6d8834ac6f,financial_service,building_based
59eca01a-7b95-457a-a5af-ae509093092c,second_hand_store,uncertain
22f09b5b-f03b-4d15-a057-f99b0aa148b5,professional_service,building_based
8cb037cf-7eab-42c4-89d2-2d014197130f,social_or_community_service,building_based
faecb99c-cc4b-456a-9232-2937d01c4293,sporting_goods_store,building_based
f6068b90-b622-45d8-9600-74f9edd69eed,real_estate_service,building_based
9a2124ef-9c13-42fb-8411-d848fc63e805,specialty_store,uncertain
6e9edfad-0066-4d50-85bd-d1dca8e91bea,professional_service,building_based
29206e01-95ee-453b-a22a-7fabadfe2c02,fashion_and_apparel_store,building_based
6bbe217c-a129-42c1-8429-76e9f90c970e,restaurant,building_based
d6b35ff9-9998-4585-983d-0f025dc4a7ad,professional_service,building_based
321a2e52-1c8a-4513-b6fa-45a5a4d4885a,professional_service,building_based
25445fcd-6a97-4fe2-85cf-326a127888d3,arts_crafts_and_hobby_store,uncertain
afa0127c-c843-44ab-9849-520f00ad83a8,restaurant,building_based
dc33aed8-1e95-4dab-b78f-cae83e6c0df5,professional_service,building_based
cdf77b30-b8c4-43f5-9248-d34c42529e68,home_service,building_based
795376dc-d1a4-4893-8188-f4fa28ea0c3e,restaurant,building_based
89e88a94-c455-4fcd-8f36-03ce15762030,cafe,building_based
15225c54-36a8-4aaa-8fe0-02bdc6bb6c1a,restaurant,building_based
1d49a407-c8bb-4143-b153-0db1250fb62e,automotive_service,uncertain
2981b7ad-ba3e-4259-b578-ca1401122b83,corporate_or_business_office,building_based
7afbc0d7-c948-40fe-82e2-0f84655a91d2,travel_service,uncertain
bf7934e0-76f1-4d65-9586-c7d614ce00f3,home_service,building_based
caa094c4-a647-4022-8d03-85d8e7f6332c,professional_service,building_based
c94ec889-0131-4bad-8857-b3d6db4fedd8,professional_service,building_based
9135b2ff-7756-48af-b395-eedeed50beec,flowers_and_gifts_store,building_based
dd115750-c976-479e-b949-c23b82b73e93,social_or_community_service,building_based
deeaee7e-dd5f-4354-865e-5c332bb0f563,laundry_service,uncertain
311c1ab5-6ed7-48ee-a6c7-5d28856ab637,complementary_and_alternative_medicine,building_based
1943abbb-06ec-494b-9296-239d6d296ef0,professional_service,building_based
85d6f67a-33a2-45e0-8605-287322c079a0,medical_service,uncertain
078415c6-f825-4c50-b237-e446d9f1a67a,personal_or_beauty_service,building_based
5a897efa-69a6-4585-acb9-c691957cbb2e,complementary_and_alternative_medicine,building_based
1e0ebec4-c897-497e-b5f9-1ffa04a2f7c2,financial_service,building_based
45b7d1a5-6f42-482b-bc8c-fb72fd8b8e98,technical_service,building_based
caba91ff-52b9-45a7-86be-af63fd8ffc41,financial_service,building_based
0924075d-ee60-46bc-a9b5-81df63b2e331,financial_service,building_based
ac323634-2d52-4ae4-b280-b49c8613ba4a,automotive_service,uncertain
59f05fe1-8f71-4857-9b61-acc03b0c1557,home_service,building_based
15a095fd-b7ff-4dbd-a3ad-50a84288f20f,complementary_and_alternative_medicine,building_based
6698d2eb-1838-430e-85a2-c81a47176d45,sporting_goods_store,building_based
abdf15d1-7a5c-4c79-a590-8b6154a894f1,corporate_or_business_office,building_based
b6e576fc-157f-4dac-a903-cdaf6345f78a,home_service,building_based
d81921a8-705d-4e8e-a9a3-b094bf4da1ab,professional_service,building_based
c4976927-fcba-4edf-877b-fd5f8c0c352a,travel_service,uncertain
ca88128b-6dec-482f-9c04-908f453f8bc3,b2b_office_and_professional_service,uncertain
a848483d-b4cb-4ee3-8f53-5f0df3af2f4b,animal_or_pet_service,uncertain
5bb6da35-81cb-451f-b2f8-10fe032f4a57,professional_service,building_based
b8001a0c-7ba8-41ec-a6b2-3506ae5d1eb3,fashion_and_apparel_store,building_based
ec2b8f25-7666-4bc9-9399-23ac41c5fe87,design_service,building_based
628128b1-f3ab-42d9-9d38-721cc0ae4ee1,dental_clinic,building_based
b7026208-a84f-429d-9561-6e8c3689640c,food_and_beverage_store,building_based
d4f26ed6-c296-4b92-8e26-6926e7d3095c,rental_service,uncertain
9918859c-deb9-40a9-9ec7-50e09c1e7b8d,dental_clinic,building_based
fe9b9e4f-2348-43d1-9c9f-c77dedb2f301,b2b_office_and_professional_service,uncertain
2e41bbad-da31-447f-a29d-6ce338cf081f,financial_service,building_based
d80613b1-735e-46d6-902c-f063043a2f36,travel_service,uncertain
97cde2ad-d06e-42d9-aed6-5d992613d7b6,,uncertain
92cc36b4-8c3e-464a-8be9-5316db80c151,financial_service,building_based
01f38cb7-dfb2-4a81-b733-15da37d243c8,bank_or_credit_union,building_based
0f23070c-32b1-4808-8efc-c499a651eab6,bank_or_credit_union,building_based
afae9cea-51a0-4272-aeb0-7e21b5ccc653,restaurant,building_based
cc55872c-c1aa-4813-872f-aa7e1756993f,physical_medicine_and_rehabilitation,uncertain
8fba6f67-e94d-413d-ab01-4b9f0afcfb91,,uncertain
5bc16aca-2373-445c-95a2-20fb526de963,bank_or_credit_union,building_based
e2800ee1-d6d1-4d5f-85e2-7fd72b88c44c,technical_service,building_based
d47e3c60-3e67-4588-a92b-edeb0888caab,financial_service,building_based
388f2a11-6ce0-45ff-b6c4-69ea1cf95bf1,financial_service,building_based
e1e318ba-5182-4618-83bc-6dac72084774,farmers_market,uncertain
bb88a07b-569a-4176-b064-b2a9dbbe56db,,uncertain
3fc13f39-bc09-40c4-8647-abe08bbd4ea1,park,site_based
e245be91-fa9a-455a-9f8d-c37055ceef8d,,uncertain
1bdeff4f-39cf-4e7c-abf3-2eec9dbd0714,restaurant,building_based
aa4c3aab-c57e-4f2f-b566-1a637badf013,park,site_based
f7e5196f-4c61-49e9-88a7-575221cbbb29,library,building_based
3ee99b1f-b578-4520-a24a-9af056597028,music_venue,uncertain
dc3c5bc1-4206-4455-8c2a-92c101d166b3,,uncertain
7714e2b6-964d-40ab-83b3-04fd88ec777e,gym,building_based
db4b8cd1-a690-4633-80d7-c74584f35d3a,recreational_trail_or_path,site_based
8e2e8a3d-cb6a-47a7-94bb-0644984a4418,professional_service,building_based
3cbb1459-aaab-4e38-9b90-05eb90308ce8,recreational_trail_or_path,site_based
42e39938-b034-4237-bc14-eaed1d6df9e3,bank_or_credit_union,building_based
ff36f88a-2577-451b-92d5-f5310b885e53,educational_service,uncertain
5937a68b-2acd-4d32-8fd5-a766bb057252,building_or_construction_service,uncertain
33457867-8770-4da0-993b-808c770b707b,corporate_or_business_office,building_based
15713799-cdca-46d2-b7af-edf37511fcb4,,uncertain
74eab1a2-6f65-47b1-829c-9aa6b0c37f59,,uncertain
86b60c8a-7fd9-4c52-ba81-4e0bc71c5a62,,uncertain
6342da20-1f21-4b4d-993b-4d574b5a32ea,hotel,building_based
393714ad-f268-454b-90f7-7a0d16f6f354,wellness_service,building_based
18a5f2d7-0443-4828-bcda-cfd95493553c,professional_service,building_based
0ac7ffaf-526d-43f6-a355-f480a6f43e1b,shipping_or_delivery_service,uncertain
4c9543ec-c9be-4967-bf2b-230b26529aba,restaurant,building_based
43267653-ff52-4655-921e-4ec3fab41a0e,real_estate_service,building_based
ba401c6e-892c-49db-82e8-ace32f7e5d5b,real_estate_service,building_based
4d6e2aff-13ef-4f24-a3fb-c25ba514c322,civic_organization,uncertain
394c87ba-122f-4613-86d2-923d6b427fac,manufacturer,uncertain
a75de24a-affc-416b-a869-e2a45ef605c0,environmental_or_ecological_service,uncertain
8b779a82-53d2-4ed1-b06d-062e75619dbe,food_and_beverage_store,building_based
62bd0583-7f66-43e2-8a0b-758b02d4510d,technical_service,building_based
7f77cae3-88d4-465a-9358-06ccdba380c7,restaurant,building_based
ed93004d-34bf-44c9-9c38-9dc534a7df6a,restaurant,building_based
b482ebbf-53f1-4499-8076-04cc231f2c91,lounge,uncertain
9f5fcbe6-e264-4a93-85b6-d36eaff6540f,specialty_store,uncertain
6eb6d008-277a-42b4-9ac6-c488e65bd881,fashion_and_apparel_store,building_based
2747666f-72ca-4316-9ffa-27f9240d70cf,bar,building_based
aa29adb9-edee-48f2-acb1-c53970192a71,,uncertain
a1e7e11f-a102-43cd-a45d-bbc26c6100c4,,uncertain
26df48ce-109d-4dab-8d21-f36938895940,fashion_and_apparel_store,building_based
66a9ec44-124f-45d9-8f9b-a086b95b8817,bar,building_based
bfec94ad-d860-420c-8681-4efe8bf61785,,uncertain
88e15d20-70e5-48c1-9a9d-96edf5be0394,restaurant,building_based
33f5d017-abb9-4fd2-bf5e-5ea77e64a292,vehicle_service,uncertain
ecb38bc7-b405-458e-a4a6-3c15b0c63fcc,behavioral_or_mental_health_clinic,building_based
83189d5c-0c58-446d-9607-9e325093ac3e,design_service,building_based
8a6ee76f-d315-4e2b-975d-60c6e1a429f8,home_service,building_based
a09655d5-62a6-4207-a797-dc4fad03b8d0,warehouse_club_store,uncertain
6c7d7f63-4a82-4ad5-904d-08133c2ee4ff,outpatient_care_facility,building_based
e2ad1770-560f-4712-ada2-32ace75854c4,,uncertain
3f80906e-6458-4ca0-a0e5-3ea2ecbf1ee9,behavioral_or_mental_health_clinic,building_based
e0041667-8486-4097-a420-da13d0d7aabc,complementary_and_alternative_medicine,building_based
6db7d02c-832e-475f-b841-c99019d6c752,historic_site,uncertain
b0d1667c-03af-4fab-8d69-e5caac877ffa,real_estate_service,building_based
d310326f-68c2-4944-998f-09fd3f3a19e3,attorney_or_law_firm,building_based
ae2785f8-cb25-4677-a900-6656183e2c33,print_media_service,uncertain
c498ef9a-e22d-4eea-b8bb-34b426707099,park,site_based
edcc1bc8-c60a-4f41-aa2e-755f122e9ab0,food_and_beverage_store,building_based
fa03aefc-87db-4b32-975c-7758f0be4f32,behavioral_or_mental_health_clinic,building_based
319d84b8-e4f6-496b-8a84-b1a966b30f9b,food_and_beverage_store,building_based
9ecdac39-b9af-41d4-b145-8b043f1aadde,real_estate_service,building_based
0092de00-78f1-4c18-ad0e-04141d3ddfa5,hardware_home_and_garden_store,building_based
62373f6e-7f5b-4d03-88df-855fee691adc,behavioral_or_mental_health_clinic,building_based
10a44026-04d9-4b1e-b8c2-46410d8d7c16,behavioral_or_mental_health_clinic,building_based
c9109cb7-b576-4f73-b313-dd9f239a1d2b,technical_service,building_based
39c158c8-a0de-4b37-be09-d591cfc8169e,home_service,building_based
e8b05f59-6c6b-4f6a-996e-525820eab142,personal_or_beauty_service,building_based
02ee6eab-ceec-45dd-ae3f-3ea2e0663542,wellness_service,building_based
9bcb88d6-1f6c-4948-89f3-57b9bdbdc1fa,behavioral_or_mental_health_clinic,building_based
6d5deacb-f06a-470c-98ca-8fea4fbff321,design_service,building_based
ebbb93aa-dc11-4e3c-afd3-938ce6bdab0d,attorney_or_law_firm,building_based
fa7f89d1-b12e-4001-8e9c-b2d0bc294f46,behavioral_or_mental_health_clinic,building_based
de9e039e-c35d-4541-95bb-576696829fe1,financial_service,building_based
c82c072d-ceb0-4aed-8bf8-ae40aeb57bf3,financial_service,building_based
b80331ef-a84d-4777-a701-ec320e3510e2,financial_service,building_based
16061876-8a06-47ca-a21e-a34b9a12afcb,professional_service,building_based
3db81395-7261-4716-b7e9-48c37ea7e23f,parking,site_based
782a8d64-c955-4aab-91ce-2c06eedc3928,financial_service,building_based
71373948-7439-4f8e-8a2f-e86696b62e86,financial_service,building_based
b5881032-3341-48db-b0dd-471edbd98dd2,corporate_or_business_office,building_based
7958e6dc-b834-43fd-8b0d-2bc413c8df09,financial_service,building_based
bfb14ccf-85d6-4a3b-9b09-a68d8590888e,,uncertain
5e7a9b3a-8f45-4760-a603-17d8ee756f37,corporate_or_business_office,building_based
537e99c0-6f1d-46f4-8070-80314967d124,,uncertain
162ae3c5-5b46-4b17-905f-677b3a1d453c,,uncertain
7a32748b-3c37-4716-ab4e-572c35df9efc,,uncertain
6332ae12-eb4e-49a1-9f06-9cd0352564d0,,uncertain
b7f38085-a2ab-4d9d-b64e-58cd631223bb,financial_service,building_based
397d960c-5082-442d-bd77-9c8e52cfc8fd,financial_service,building_based
df7d4060-b06f-4836-b9e2-f895eac17d84,event_or_party_service,uncertain
97ddcf41-6203-402f-826d-967417fa3072,financial_service,building_based
cc065cb9-194d-48c5-9bbc-3861ed17b70f,parking,site_based
320ed4ca-aaff-4683-891a-cbdecae8bf6d,,uncertain
110e51c0-6a16-4f7e-8f95-f83c557298f1,,uncertain
608b4e0d-6f25-4c1a-8f95-5c039245a433,financial_service,building_based
f3150e56-f836-477f-8952-986092c03889,park,site_based
fa977a72-01fb-4239-bb58-0d36a1ec0959,travel_service,uncertain
44784e85-4889-4ae9-986e-3f647ba39ece,park,site_based
80af6166-ace5-4574-b083-0e225e75b372,,uncertain
95397319-d7a0-45ca-909f-1ffb508713df,courthouse,uncertain
c20bcaaf-5751-40e4-99c9-4780904c779d,park,site_based
e0a235ca-2379-4aee-9a09-ce5b7d651375,real_estate_service,building_based
1aab3cc4-62fc-408f-ad2d-dfdb6bc8c8e5,specialty_store,uncertain
1d98b9aa-72b2-4644-925c-c22b2e35dcba,,uncertain
9bb35ae3-d7d9-46f9-a010-96c64bd18cf2,attorney_or_law_firm,building_based
22286d4f-eac7-49ae-8eee-56fb80af8828,reproductive_perinatal_and_womens_care,uncertain
7c73a7b0-6e15-46a4-9c3e-660e16dc6f10,personal_or_beauty_service,building_based
a69ac98e-aeb0-4089-8645-84fd85ad4a21,complementary_and_alternative_medicine,building_based
02f47922-f6a7-4837-a0a8-5a5c3efd9774,behavioral_or_mental_health_clinic,building_based
f3378fe9-96b3-428d-ad68-27aa6462c160,,uncertain
037c7d4f-ea60-4936-a939-9d4e94ad456d,corporate_or_business_office,building_based
8ce74151-8d94-4cbd-802b-37693d1c9381,environmental_or_ecological_service,uncertain
cb482a7e-d4dc-4562-8f58-9c67aad8a361,medical_service,uncertain
84c6a771-a1a3-41e1-a975-fcbf2ed4547b,park,site_based
917c41a7-83c4-459a-bd33-7257435a181d,behavioral_or_mental_health_clinic,building_based
73273223-84f8-4fcb-a5c6-d211e3e7c8ae,real_estate_service,building_based
9d074c43-11a6-4a33-a5ae-92fe02e53030,automotive_service,uncertain
dc66c428-f4e2-4dfc-a347-ca5cfca9369e,social_or_community_service,building_based
acfc850e-2081-41b1-84c7-4d485198f515,fitness_studio,building_based
fb1876b6-ad8c-4629-acd5-287e9bfe9305,specialty_store,uncertain
7e3151f0-4110-4620-8d7d-241996c33ae8,telecommunications_service,uncertain
afdf94d7-f6e9-4a0e-a86a-0f6ff4251ec7,personal_or_beauty_service,building_based
8222a79e-f8fa-4919-8e53-467a9f7e9a41,medical_service,uncertain
40ffba9e-9e96-4ccf-93fa-cccc923d7d5e,flowers_and_gifts_store,building_based
e0e69ee7-2d76-4a5d-9d70-ced1c181ca18,hardware_home_and_garden_store,building_based
b63cb0fb-7c8f-422b-bdb7-d1cd315f29a6,automotive_service,uncertain
28d68cfc-bee1-435a-a140-3c4a22c8385e,historic_site,uncertain
95490b76-321e-491c-8288-18dc2ec661ff,fashion_and_apparel_store,building_based
8c3e17fe-3a47-42b4-921a-c9ae635a62fb,restaurant,building_based
e51e10b7-3f0c-4335-aa09-a52a0d663293,sporting_goods_store,building_based
3eeb301f-2063-44fd-bcb8-16f7774b0542,corporate_or_business_office,building_based
bf9aa4da-e50c-46d2-9161-4f74e5aa2e4e,technical_service,building_based
d770ce8e-9e7b-4354-a8db-d71f1f93393f,complementary_and_alternative_medicine,building_based
856b3808-77a7-40e1-ba91-c2dfe33317da,complementary_and_alternative_medicine,building_based
0b5f5fe7-537a-451f-863d-0e3378ff7118,personal_or_beauty_service,building_based
29d9fa65-15c3-444c-950b-6ffe80b49342,home_service,building_based
d2d7d30d-568c-4ad8-a2a3-a312de16f604,complementary_and_alternative_medicine,building_based
e9a3722d-9fbd-4298-b0a8-4d1052d0a27d,financial_service,building_based
21dc70a4-ce55-4618-acf1-9fc74eb74a9a,social_or_community_service,building_based
9790aa9e-9234-43dd-87ec-3e4346cbba0f,professional_service,building_based
bb649a07-bb99-4e2d-a505-1cc9a1c8bf31,b2b_office_and_professional_service,uncertain
5067f848-045a-410b-a2d2-ff528967da5d,second_hand_store,uncertain
1c45586d-89c3-4284-aba4-b98b5b3cc8e8,professional_service,building_based
e208f0c3-7505-405a-98b3-f7957f04b78c,civic_organization,uncertain
98ff0bec-732b-46c4-bf07-c6a11f4a29f4,specialty_store,uncertain
a1aa2dff-432d-48df-ac47-1214efbc9367,design_service,building_based
1d2b073c-f569-4220-b475-3840b66afad5,real_estate_service,building_based
70ec5632-0e55-40c1-aa25-6f2f8f1e47a8,bank_or_credit_union,building_based
de3d26fd-e626-487f-9129-cc42b33858ec,corporate_or_business_office,building_based
14774258-36dd-450e-bbb7-8e99afbe89a5,fashion_and_apparel_store,building_based
aa29c45a-63b7-4537-a476-7a1b2e0656e7,casual_eatery,building_based
13140cbd-a626-43e6-8f27-7e8861aab0e5,food_and_beverage_store,building_based
6eee3a81-3ed1-4133-9601-488307946be3,attorney_or_law_firm,building_based
10823b33-eeca-4b36-9b0d-5c00284c0031,personal_or_beauty_service,building_based
e760c8dc-a3a0-43b7-af40-27b4c4b4f874,event_venue,building_based
cee5c6fa-eff9-4515-9d40-58a5f6807759,,uncertain
d2b9eb5b-49eb-4713-b19a-f4dce4985505,social_or_community_service,building_based
3faf58fa-a546-4826-b7c3-95e84d379f2f,restaurant,building_based
6e1939ff-40b8-4492-8b66-3099afded2e0,fashion_and_apparel_store,building_based
477152c2-f9d7-4033-9273-4a02d71a4dd5,fashion_and_apparel_store,building_based
878968a6-d292-4d6e-82d6-1a82ba85b2db,,uncertain
6e074746-8217-4e2d-a0d1-c9a57ec5d464,wellness_service,building_based
fe42f445-4b9b-4f62-8d8a-110c8a10f5ef,media_service,building_based
ad8769b0-5ef0-4e2f-8c49-e20373416379,second_hand_store,uncertain
6e5adf95-6a28-411d-a32e-c652efb70b9c,dental_clinic,building_based
07e4aee1-5f4b-4161-89e0-7d4185a72421,casual_eatery,building_based
b6908878-93e2-4430-a489-12c209d43f43,social_or_community_service,building_based
e11d8e01-8c94-4377-823b-f575e3d2c276,,uncertain
505d73e1-1985-4055-8fea-c255d6a594b5,financial_service,building_based
6ef5ec69-aeb6-4b47-bff2-f51585e7572e,park,site_based
d29c759a-4b41-47fc-9f6c-fd8427823658,,uncertain
1fa79d24-9675-4d6c-aedf-fbb0d720f59c,behavioral_or_mental_health_clinic,building_based
f238312d-8ec7-496d-afd3-6019bb1520cf,real_estate_service,building_based
faabad32-cbed-46d0-affa-744dcfb43371,arts_crafts_and_hobby_store,uncertain
2464d2b6-2276-4a24-af7a-66d7de0f1f9e,casual_eatery,building_based
b83dcb4a-914c-4c52-afd1-f5b352da64b2,corporate_or_business_office,building_based
44cd74ec-711e-4d96-a8bf-b9ddca4d7291,sporting_goods_store,building_based
0b95049d-f101-4cac-a2f2-fd3e3ba0d378,home_service,building_based
7453ab07-937c-4ef8-b803-f87a78194a83,professional_service,building_based
8fe863e1-351b-4e0f-8170-01d71d731623,restaurant,building_based
0a067451-de01-4618-b394-d6f75e085e5e,,uncertain
65056790-19a2-4318-90b4-b56ca822f516,corporate_or_business_office,building_based
e127fd88-b5d5-4da9-ad69-15f7b27da20b,electronics_store,uncertain
bbd3646e-50a9-4fba-ac2d-ae0164717d06,complementary_and_alternative_medicine,building_based
80ad4aa6-fbd9-4eb8-8232-a283098cc929,personal_or_beauty_service,building_based
cb64b1c7-c5f6-48d5-b50a-38357332e910,media_service,building_based
d026341c-4964-4c1b-a262-92f455337768,park,site_based
2fcf0a61-0251-482e-ac95-6d2435dba696,recreational_trail_or_path,site_based
cfed77c1-022c-4120-9bdc-97c7f8c4274c,lodging,uncertain
8e92bbd0-de20-4376-a9a6-e32dcf832f68,historic_site,uncertain
2892bdf3-0f15-4ece-ae73-da7b832984d6,professional_service,building_based
10903b08-cacd-4379-bc9b-eb6a2a1148f9,coffee_shop,building_based
de71be22-b5bd-439f-9321-57961746f292,travel_service,uncertain
182f479a-8af0-4c58-8a73-dc5326b1c34f,tutoring_service,uncertain
21a56a79-3d71-4de5-85d9-d78f167ee9a1,corporate_or_business_office,building_based
99a0d637-c2ea-4f2a-9e33-90a3bfe86a8c,restaurant,building_based
eac468e5-7f49-4615-98e9-9df18766a540,sporting_goods_store,building_based
d11ca7d4-f6f0-43cc-bb35-a6ab5a70815a,fashion_and_apparel_store,building_based
7ff7bf29-61e3-45c2-a2bb-fc71c2fe4d1a,behavioral_or_mental_health_clinic,building_based
c77e9e7d-7f44-48d1-9d58-4e28ebaa6515,outpatient_care_facility,building_based
683ca3c3-a58e-420b-a707-487775433dd2,media_service,building_based
37ce47e1-03fc-4345-85ed-7bf82ccc1267,books_music_and_video_store,uncertain
c7a1244e-3240-4656-9df4-5e2ef4f92f74,wellness_service,building_based
4fe5243b-ba00-45ff-abaf-232fcb495897,restaurant,building_based
a21d628c-79b1-428c-97e7-9cf2bfdfd3f1,sporting_goods_store,building_based
a59bb5db-cbfe-4a90-b11f-92f13c1add45,coffee_shop,building_based
e79bf19d-e6f5-4b7b-a2ab-2751212fd95c,restaurant,building_based
5e064cd7-a513-4fe1-b948-75d55f688cda,restaurant,building_based
5d6872d2-87f2-4470-a700-eff83505b90a,restaurant,building_based
0a4c75a1-2331-46ba-8990-9386a91837fe,flowers_and_gifts_store,building_based
99ce432a-56d8-4f34-aedc-d47d86a4b7be,bar,building_based
f18866eb-ff34-49e3-94b2-4c281babf5d7,,uncertain
