image_filename,latitude,longitude,source_dataset,poi_name_override,address_hint
12-degree-sign-up-sign-census-1-28-2026_20260128_141844941.jpg,39.9786600,-105.1314300,louisville_raw,12 Degree Brewing,820 Main St
sweet-cow-sign-sign-census-1-28-2026_20260128_144705029.jpg,39.9765448,-105.1311510,louisville_raw,,637 Front St
